tweet,words_num,lex_div,emojis_num,demoji_text,slangs_num,deslang_text,total_slangs_emojis,deslang_demoji,response,tweet_no_unicode,safety,tweeter,emph,result,jhu,response_ld,jhu_ld,result_ld,tweeter_ld,emph_ld,response_word_num,jhu_word_num,result_word_num,tweeter_word_num,emph_word_num
"so my flight was cancelled, and because booked me on ana for my connection i'm stranded in tokyo without hotel.",21,0.95,0,"so my flight was cancelled, and because booked me on ana for my connection i am stranded in tokyo without hotel.",0,so my flight was cancelled and because booked me on ana for my connection i am stranded in tokyo without hotel,0,"so my flight was cancelled, and because booked me on ana for my connection i'm stranded in tokyo without hotel.",  make it suntori time!! ,"so my flight was cancelled, and because booked me on ana for my connection i'm stranded in tokyo without hotel.",0,i ' m so sorry ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,that ' s terrible . i ' m sorry to hear that .,that ' s terrible . i ' m sorry to hear that .,  that is awesome . i am not sure if i could do that .,0.8333333333333334,0.7142857142857143,0.9,1.0,0.9,4,12,9,4,9
shoutouts to and and you guys are the current generation. keep playing and keep winning,15,0.8,0,shoutouts to and and you guys are the current generation. keep playing and keep winning,0,shoutouts to and and you guys are the current generation keep playing and keep winning,0,shoutouts to and and you guys are the current generation. keep playing and keep winning,  meh..they iight ( ͡° ͜ʖ ͡°) ,shoutouts to and and you guys are the current generation. keep playing and keep winning,0,thank you ! ! !,thank you ! we appreciate it !,thank you ! ! !,  i am not sure if i was a kid .,0.7142857142857143,0.7272727272727273,1.0,1.0,1.0,4,9,2,2,5
there's a medium of picking and choosing the things that are most entertaining for your characters,17,1.0,0,there is a medium of picking and choosing the things that are most entertaining for your characters,0,there is a medium of picking and choosing the things that are most entertaining for your characters,0,there's a medium of picking and choosing the things that are most entertaining for your characters,  yeah you gotta draw the line between fun and entertaining to watch and realistic somehow ,there's a medium of picking and choosing the things that are most entertaining for your characters,1,i ' m not sure i ' m ready for this .,"i know , but i ' m not sure if i ' m ready for that yet .","i know , but i ' m not sure if i ' m ready for that yet .",  i agree . i am not sure if i was a kid .,0.8823529411764706,0.6923076923076923,0.8,0.8,0.8,15,11,14,9,14
who's been to clyde fraziers?,6,1.0,0,who is been to clyde fraziers?,0,who is been to clyde fraziers,0,who's been to clyde fraziers?,  me just last saturday they blew mine ,who's been to clyde fraziers?,0,i ' ve been to clyde fraziers once . it was a great experience .,i haven ' t been there in a while .,i ' ve been to clyde fraziers once . it was a great experience .,"  no , i don't know . i am not a kid .",0.8888888888888888,0.8181818181818182,0.9230769230769231,0.9230769230769231,1.0,7,10,12,12,8
a tortured life.,3,1.0,0,a tortured life.,0,a tortured life,0,a tortured life.,  what an idiot ,a tortured life.,1,i ' m so sorry . i ' m so sorry .,what torture ?,what torture ?,  i am sorry to hear that . i am not sure what that means .,0.8,0.7333333333333333,1.0,0.5555555555555556,1.0,3,13,2,8,2
improvisation 27 (garden of love ii) by wassily wassilyevich kandinsky (1812),11,1.0,0,improvisation 27 (garden of love ii) by wassily wassilyevich kandinsky (1812),0,improvisation 27 garden of love ii by wassily wassilyevich kandinsky 1812,0,improvisation 27 (garden of love ii) by wassily wassilyevich kandinsky (1812),  i love abstract and contemporary art. i love it !! ,improvisation 27 (garden of love ii) by wassily wassilyevich kandinsky (1812),0,i ' m so glad you liked this !,i love that song .,i ' m so glad you liked this !,  i am not sure . i am not a kid .,0.7272727272727273,0.6363636363636364,1.0,1.0,1.0,9,9,7,7,4
no you said i am a muslim without knowing it so you might think hillary is a muslim too right,20,0.8,0,no you said i am a muslim without knowing it so you might think hillary is a muslim too right,0,no you said i am a muslim without knowing it so you might think hillary is a muslim too right,0,no you said i am a muslim without knowing it so you might think hillary is a muslim too right,"  nice spin. muslim or not, you are part of the problem. ",no you said i am a muslim without knowing it so you might think hillary is a muslim too right,0,i said you were a muslim because you are a muslim .,i think she is a muslim .,i said you were a muslim because you are a muslim .,  i am not sure . i am not sure if i was a kid .,0.9230769230769231,0.5333333333333333,0.6666666666666666,0.6666666666666666,1.0,11,13,11,11,6
"prophet muhammad freed the slaves, gave women their rights, condemned racism, and forgave ppl who harmed him and other muslims",20,0.95,0,"prophet muhammad freed the slaves, gave women their rights, condemned racism, and forgave ppl who harmed him and other muslims",1,prophet muhammad freed the slaves gave women their rights condemned racism and forgave people who harmed him and other muslims,1,"prophet muhammad freed the slaves, gave women their rights, condemned racism, and forgave ppl who harmed him and other muslims",  like this of which you ignored before? ,"prophet muhammad freed the slaves, gave women their rights, condemned racism, and forgave ppl who harmed him and other muslims",0,"and he also gave women their rights , and he also gave women their rights , and he also gave them their rights .",that is a very good point .,"and he also gave women their rights , and he also gave women their rights , and he also gave them their rights .",  i am not sure . i am not sure if i was a kid .,0.8888888888888888,0.5333333333333333,0.4090909090909091,0.4090909090909091,1.0,7,13,21,21,6
he was safe and you know it,7,1.0,0,he was safe and you know it,0,he was safe and you know it,0,he was safe and you know it,  i called safe when it happened... ,he was safe and you know it,1,i know he was safe but he was still in the car .,i know he was safe .,i know he was safe .,  i am not sure . i am not sure if i was a kid .,0.875,0.5333333333333333,1.0,0.8461538461538461,1.0,6,13,5,12,5
"quit showing off, vereen. -ma",5,1.0,0,"quit showing off, vereen. -ma",0,quit showing off vereen ma,0,"quit showing off, vereen. -ma",  hey! he is broadway royalty and has legs as good as cheyenne jackson's! i'd show them off too. ,"quit showing off, vereen. -ma",0,i ' m not showing off . i ' m showing off .,"i ' m sorry , i ' m not sure what you mean .",i ' m not showing off . i ' m showing off .,  i am sorry . i am not sure if i was a kid .,0.9,0.6428571428571429,0.6,0.6,0.8181818181818182,20,12,9,9,10
"let's help all... except the unborn, the elderly, those who disagree with me., etc.",15,0.9285714285714286,0,"let is help all... except the unborn, the elderly, those who disagree with me., etc.",0,let is help all except the unborn the elderly those who disagree with me etc,0,"let's help all... except the unborn, the elderly, those who disagree with me., etc.","  let's help all..except poor refugee, mexicans lookn 4 a better life 4 their families,folks who need healthcare,those who disgre ","let's help all... except the unborn, the elderly, those who disagree with me., etc.",0,i ' m not sure what you ' re talking about .,i ' m not sure what you mean .,i ' m not sure what you ' re talking about .,  i am sorry to hear that . i am not sure if i was a kid .,0.8571428571428571,0.7058823529411765,1.0,1.0,1.0,23,15,9,9,7
i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me :),23,0.875,0,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me :),0,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me,0,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me :),  you're welcome friend ,i have been on twitter for 2 years now and i thank all of my friends and followers who have stayed with me :),0,i ' m so happy for you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,that ' s great ! i ' m glad you have a following like that !,i ' m so happy for you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i was a kid .,0.8,0.7272727272727273,1.0,1.0,0.9230769230769231,4,9,6,6,12
"so, can i send you my measurements? (i don't wear lbds.) 😉",12,0.9166666666666666,1,"so, can i send you my measurements? (i do not wear lbds.)  winking face ",0,so can i send you my measurements i do not wear lbds 😉,1,"so, can i send you my measurements? (i don't wear lbds.) ",  i do love a good made to measure. i'm sure strapless would looks amazing. ,"so, can i send you my measurements? (i don't wear lbds.) ",0,yes ! i ' m in nyc so i can ' t send you anything .,"sure , that would be great !",yes ! i ' m in nyc so i can ' t send you anything .,  i am not sure . i am a boy .,0.9375,0.7,0.9230769230769231,0.9230769230769231,1.0,15,8,12,12,5
"there is no us election. there is power consolidation. rigged primary, rigged media and rigged 'pied piper' candidate drive consolidaiton.",20,0.8,0,"there is no us election. there is power consolidation. rigged primary, rigged media and rigged 'pied piper' candidate drive consolidaiton.",0,there is no us election there is power consolidation rigged primary rigged media and rigged pied piper candidate drive consolidaiton,0,"there is no us election. there is power consolidation. rigged primary, rigged media and rigged 'pied piper' candidate drive consolidaiton.",  defeat becomes you. ,"there is no us election. there is power consolidation. rigged primary, rigged media and rigged 'pied piper' candidate drive consolidaiton.",0,i ' m not sure what you ' re talking about .,i agree .,i ' m not sure what you ' re talking about .,  i am not sure if i was a kid .,0.8,0.7272727272727273,1.0,1.0,1.0,3,9,9,9,2
watch hillary clinton's full remarks at the al smith charity dinner,12,1.0,0,watch hillary clinton is full remarks at the al smith charity dinner,0,watch hillary clinton is full remarks at the al smith charity dinner,0,watch hillary clinton's full remarks at the al smith charity dinner,  the last 2-3 minutes of her speech brought tears to my eyes.. ,watch hillary clinton's full remarks at the al smith charity dinner,0,she ' s a liar and a liar .,i have . i think she is a good person .,she ' s a liar and a liar .,  that is awesome . i am not a big fan of music .,0.9285714285714286,0.8461538461538461,0.75,0.75,0.9,13,11,7,7,9
tonight in san francisco at harlot san francisco with my perfect driver music crew,14,0.8571428571428571,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,  just a couple blocks away...how long you in town ?:) ,tonight in san francisco at harlot san francisco with my perfect driver music crew,0,i ' m so jealous ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,that sounds like a lot of fun !,i ' m so jealous ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i was a kid .,0.9090909090909091,0.7272727272727273,1.0,1.0,1.0,10,9,4,4,7
writing a check for your seed round immediately,8,1.0,0,writing a check for your seed round immediately,0,writing a check for your seed round immediately,0,writing a check for your seed round immediately,  i predicted you'd be a vc before you left san francisco ,writing a check for your seed round immediately,0,i ' m not sure if i ' m ready for this,what is the seed round ?,i ' m not sure if i ' m ready for this,  i am not sure . i am not sure if i was a kid .,0.9230769230769231,0.5333333333333333,0.8,0.8,1.0,12,13,10,10,5
i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo…,26,0.8846153846153846,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo…,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period his friends are fucked up fo…,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo,  white people shit ,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo,1,i ' m so sorry . i ' m so sorry .,i agree . i would have done the same thing .,i agree . i would have done the same thing .,  i am not sure if i was a kid .,0.8,0.7272727272727273,0.9,0.5555555555555556,0.9,3,9,9,8,9
lets play zesty,3,1.0,0,lets play zesty,0,lets play zesty,0,lets play zesty,  ill sub someone out for u after this game ,lets play zesty,1,i ' m down for that,i ' m not sure i ' m up for that .,i ' m not sure i ' m up for that .,  i am not sure if i was a kid .,0.9090909090909091,0.7272727272727273,0.8,1.0,0.8,9,9,9,5,9
jake taylor should have been hitting 9th in that lineup. not 2nd.,12,1.0,0,jake taylor should have been hitting 9th in that lineup. not 2nd.,0,jake taylor should have been hitting 9th in that lineup not 2nd,0,jake taylor should have been hitting 9th in that lineup. not 2nd.,  they won 90 that year. i have no quibble with lou brown's lineup construction. ,jake taylor should have been hitting 9th in that lineup. not 2nd.,1,i ' m not sure what you ' re talking about .,i agree . he should have been hitting 9th .,i agree . he should have been hitting 9th .,  i am not sure if i was a kid .,0.9375,0.7272727272727273,1.0,1.0,1.0,15,9,8,9,8
i want more specs before i think of purchasing it. what do u think? …,14,0.8666666666666667,0,i want more specs before i think of purchasing it. what do u think? …,1,i want more specs before i think of purchasing it what do you think …,1,i want more specs before i think of purchasing it. what do u think? ,  interested i haven't bought a system since the firs xbox but i might buy this will see price and specs ,i want more specs before i think of purchasing it. what do u think? ,0,i ' m not sure what you mean by specs .,i think you should wait for the reviews before you buy it .,i ' m not sure what you mean by specs .,  i am a little bit of a guy .,0.8636363636363636,0.8,1.0,1.0,0.9230769230769231,21,8,9,9,12
it's a damn shame re-reading some shit🤣,9,1.0,1,it is a damn shame re-reading some shit rolling on the floor laughing ,0,it is a damn shame rereading some shit🤣,1,it's a damn shame re-reading some shit,  lmaoo yessss. sometimes i be wanting to use them on ppl  ,it's a damn shame re-reading some shit,1,i ' m not even gonna read it . i ' m just gonna watch it on youtube .,what did you read ?,what did you read ?,  i am sorry . i am not sure if i was a kid .,0.9230769230769231,0.6428571428571429,1.0,0.75,1.0,11,12,4,15,4
"congratulations to our new national security advisor, general h.r. mcmaster. video:",12,1.0,0,"congratulations to our new national security advisor, general h.r. mcmaster. video:",1,congratulations to our new national security advisor general hour mcmaster video,1,"congratulations to our new national security advisor, general h.r. mcmaster. video:",  i have my bill of rights which includes the first amendment which is the freedom of speech. do you understand that tool? ,"congratulations to our new national security advisor, general h.r. mcmaster. video:",0,i ' m sure he ' s a great guy .,what is he doing ?,i ' m sure he ' s a great guy .,  i am not sure if i was a kid .,0.8333333333333334,0.7272727272727273,1.0,1.0,1.0,22,9,8,8,4
watch: dwayne johnson calls cm punk live in ring after 'monday night raw',13,1.0,0,watch: dwayne johnson calls cm punk live in ring after  amonday night raw',1,watch dwayne johnson calls call me punk live in ring after amonday night raw,1,watch: dwayne johnson calls cm punk live in ring after 'monday night raw',  dwaynejohnson my girlfriend kathline keysdwayne johnson i love you wife kathline keys proposal engagement dwayne johnson ,watch: dwayne johnson calls cm punk live in ring after 'monday night raw',0,i ' m sure he ' s going to be a great heel,i ' m not sure if i ' m ready for that .,i ' m sure he ' s going to be a great heel,  i am sorry . i am not sure if i was a kid .,0.8333333333333334,0.6428571428571429,0.9090909090909091,0.9090909090909091,0.8181818181818182,16,12,11,11,10
"why are and i still up? it's late, for god's sake.",13,1.0,0,"why are and i still up? it is late, for god is sake.",0,why are and i still up it is late for god is sake,0,"why are and i still up? it's late, for god's sake.",  i literally can't slep w-out waking up in midl of the night prayn plz let hm gt impeached or what's nxt? ,"why are and i still up? it's late, for god's sake.",0,i ' m still up . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"i ' m sorry , i ' m not sure what happened .",i ' m still up . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,  i am not sure . i am not sure if i was a kid .,0.9565217391304348,0.5333333333333333,1.0,1.0,0.8,24,13,4,4,9
".'s game plan this week: get ready, retail could be a blood bath",13,1.0,0,". is game plan this week: get ready, retail could be a blood bath",0,is game plan this week get ready retail could be a blood bath,0,".'s game plan this week: get ready, retail could be a blood bath",  need more fertilizer for the oregano! ,".'s game plan this week: get ready, retail could be a blood bath",0,i ' m so ready for this,i ' m not sure what you mean .,i ' m so ready for this,  i am not sure if i could have a job .,0.875,0.8333333333333334,1.0,1.0,1.0,6,10,6,6,7
where historic forbes field meets downtown pittsburgh.,7,1.0,0,where historic forbes field meets downtown pittsburgh.,0,where historic forbes field meets downtown pittsburgh,0,where historic forbes field meets downtown pittsburgh.,  did the move forbes field or downtown?  ,where historic forbes field meets downtown pittsburgh.,0,i ' m not sure if i ' m ready for this .,what is the history of the forbes field ?,i ' m not sure if i ' m ready for this .,  i am not sure if i was a kid . i am not a kid .,0.8888888888888888,0.5,0.8181818181818182,0.8181818181818182,0.8888888888888888,7,14,10,10,8
your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,16,1.0,0,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,0,your performance in was a stunning piece of apologist theater equating antisemitism to balls and strikes,0,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,  2/ is incredibly offensive. validating ideas of antisemitism by giving them a stage is to condone them. ,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,1,i ' m not equating antisemitism to balls and strikes . i ' m equating the two .,i agree . i was very impressed with the performance .,i agree . i was very impressed with the performance .,  i like to watch it . i am not a big fan of it .,0.8421052631578947,0.8,0.9,0.8,0.9,17,13,9,14,9
comrades of color: east germany in the cold war world,10,1.0,0,comrades of color: east germany in the cold war world,0,comrades of color east germany in the cold war world,0,comrades of color: east germany in the cold war world,  so you may be interested my new book: ,comrades of color: east germany in the cold war world,0,i ' m not sure if this is a good thing or bad thing .,i ' m not sure what you ' re talking about .,i ' m not sure if this is a good thing or bad thing .,  i am not sure . i am not sure if i was a kid .,0.9,0.5333333333333333,0.8571428571428571,0.8571428571428571,1.0,8,13,13,13,9
jw president was on this morning discussing trump's weekend trips costing taxpayers millions,14,1.0,0,jw president was on this morning discussing trump is weekend trips costing taxpayers millions,1,just wondering president was on this morning discussing trump is weekend trips costing taxpayers millions,1,jw president was on this morning discussing trump's weekend trips costing taxpayers millions,"  at least is getting a lot of work done, unlike potus44 who golfed our tax ## away. ",jw president was on this morning discussing trump's weekend trips costing taxpayers millions,0,i ' m sure he ' s not paying for the trips .,i ' m not sure what he ' s talking about .,i ' m sure he ' s not paying for the trips .,  oh okay . i am sorry to hear that .,0.9473684210526315,0.9,1.0,1.0,1.0,16,8,10,10,9
"come hike the ; discover "" in the tallgrass"" via",8,0.8888888888888888,0,"come hike the ; discover "" in the tallgrass"" via",0,come hike the discover in the tallgrass via,0,"come hike the ; discover "" in the tallgrass"" via",  thanks for the rt! loved the show. ,"come hike the ; discover "" in the tallgrass"" via",0,thanks for sharing !,i ' ve never been there .,thanks for sharing !,  i am not sure if i could have a job .,0.7777777777777778,0.8333333333333334,1.0,1.0,1.0,7,10,3,3,5
nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,14,1.0,0,nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,0,nycers what is your favorite nice lunch spot very near 18th6th ave,0,nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,"  eataly is many people's fave (and upscale) but it's not sit-down service, if that's what you're looking for instead! ",nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,0,i ' m not sure if i ' m allowed to say this but i love the one in the corner of the corner of 6th and 6th ave .,i love the pizza place on 18th and 6th ave .,i ' m not sure if i ' m allowed to say this but i love the one in the corner of the corner of 6th and 6th ave .,  i am not sure . i am not a fan of it .,0.9523809523809523,0.6923076923076923,0.7142857142857143,0.7142857142857143,1.0,24,11,27,27,10
if you see anyone on the same tour they're 99% gonna perform the same setlist..,16,0.8666666666666667,0,if you see anyone on the same tour they are 99% gonna perform the same setlist..,1,if you see anyone on the same tour they are 99 going to perform the same setlist,1,if you see anyone on the same tour they're 99% gonna perform the same setlist..,"  it wasn't the same tour tho that's the thing lol all dollar &amp; dream, to forest hill lol ",if you see anyone on the same tour they're 99% gonna perform the same setlist..,0,i ' m so excited for this tour,i ' ve seen them twice and it ' s always the same .,i ' m so excited for this tour,  i am not sure if i was a kid .,0.85,0.7272727272727273,1.0,1.0,1.0,20,9,7,7,11
"this globalization impact is the engine of conservatism's descent into fascism: mapping nationhood to culture, cree…",17,1.0,0,"this globalization impact is the engine of conservatism is descent into fascism: mapping nationhood to culture, cree…",0,this globalization impact is the engine of conservatism is descent into fascism mapping nationhood to culture cree…,0,"this globalization impact is the engine of conservatism's descent into fascism: mapping nationhood to culture, cree",  i'm the husband (37 yrs!) of a refugee…our personal choice has nothing to do w multi-national trickle-down über-capitalism ,"this globalization impact is the engine of conservatism's descent into fascism: mapping nationhood to culture, cree",0,i ' m not sure i agree . i think it ' s more about the idea that the left is the only one who can do it .,i agree . globalization is a huge problem .,i ' m not sure i agree . i think it ' s more about the idea that the left is the only one who can do it .,  i am not sure . i am not sure if i was a kid .,0.95,0.5333333333333333,0.7692307692307693,0.7692307692307693,1.0,23,13,25,25,7
why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,16,1.0,0,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,0,why is shabbaz in this nyk give crumbs for a young bench scorer not enough back,0,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,  rush coming back more plausible. same salary on one year deal. still dont think wolves say yes. ,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,0,i ' m not sure why he ' s in there . he ' s not a good player .,i think he ' s just not used to playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ' s been playing with a guy who ',i ' m not sure why he ' s in there . he ' s not a good player .,  i am sorry to hear that . i am not sure what that means .,0.9473684210526315,0.7333333333333333,0.8125,0.8125,0.13392857142857142,17,13,15,15,111
we ain't playin..gonna work hard today. slimetime fornadine,10,1.0,0,we ai not playin..gonna work hard today. slimetime fornadine,1,we Artificial Intelligence not playingonna work hard today slimetime fornadine,1,we ain't playin..gonna work hard today. slimetime fornadine,  negas.... we'll ne in yo' face slimetime fornadine ,we ain't playin..gonna work hard today. slimetime fornadine,0,i ' m gonna be in the city tomorrow . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,i ' m gonna be a little late .,i ' m gonna be in the city tomorrow . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,  i am not sure . i am not sure if i was a kid .,0.9,0.5333333333333333,0.8888888888888888,0.8888888888888888,0.875,9,13,8,8,7
i don't really agree but i support your excitement &amp; launching!,12,0.9090909090909092,0,i do not really agree but i support your excitement & launching!,0,i do not really agree but i support your excitement amp launching,0,i don't really agree but i support your excitement &amp; launching!,  that it’s terrifying?? really?? ,i don't really agree but i support your excitement &amp; launching!,0,i ' m not sure what you mean .,i ' m glad you do ! i ' m excited to see what they ' re up to !,i ' m not sure what you mean .,  i am not sure . i am not sure if i was a kid .,0.8333333333333334,0.5333333333333333,1.0,1.0,0.8125,5,13,7,7,15
you have proven how real of a friend you are,10,0.9,0,you have proven how real of a friend you are,0,you have proven how real of a friend you are,0,you have proven how real of a friend you are,  hey i didn't make it to your friend appreciation post on snapchat for nothing  ,you have proven how real of a friend you are,1,i ' m not a friend of a friend .,i have ? what do you mean ?,i have ? what do you mean ?,  i am . i am not sure .,0.9375,0.625,1.0,0.7777777777777778,1.0,15,6,6,8,6
an avocado cost 5 bucks at giant food.,8,1.0,0,an avocado cost 5 bucks at giant food.,0,an avocado cost 5 bucks at giant food,0,an avocado cost 5 bucks at giant food.,  your awesome! i'm sort if a strong person. your strength and courage makes me feel inadequate. ,an avocado cost 5 bucks at giant food.,0,i ' m not sure i ' d call it giant food .,"wow , that ' s a lot of food .",i ' m not sure i ' d call it giant food .,  i am not sure if i had a kid .,0.8888888888888888,0.8181818181818182,0.9090909090909091,0.9090909090909091,1.0,17,9,10,10,7
"bull captured after wild chase through jamaica, queens",8,1.0,0,"bull captured after wild chase through jamaica, queens",0,bull captured after wild chase through jamaica queens,0,"bull captured after wild chase through jamaica, queens",  all those darts give him energy! ,"bull captured after wild chase through jamaica, queens",0,i ' m so sorry . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,i ' m not sure i follow .,i ' m not sure i follow .,  i am sorry . i am not sure if i was a kid .,0.875,0.6428571428571429,0.8571428571428571,1.0,0.8571428571428571,6,12,6,4,6
eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit 👌🏻👌🏻,19,1.0,1,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit  OK hand: light skin tone  OK hand: light skin tone ,1,eric church sam hunt jake owen lee brice and jason aldean Instant Message fucking ready for route 91 holy shit 👌🏻👌🏻,2,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit ,  right! happy bday to ussss ,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit ,1,i ' m so excited for this,i ' m so excited for that !,i ' m so excited for that !,  i think i am not sure . i am not sure if i was a kid .,0.8571428571428571,0.5294117647058824,1.0,1.0,1.0,5,15,6,6,6
"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",23,0.9545454545454546,0,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",0,a fair point but with cambridge analytica and the like these days just about anyone with money can get unparalleled in historyinfo,0,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",  that’s not the same. not to mention the meta connections he can build from this data. it’s live too. it’s nuts. ,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",0,i ' m not sure i agree . i think the data is more valuable than the data itself .,i agree . i think it ' s a good thing that we have the internet to help us out .,i ' m not sure i agree . i think the data is more valuable than the data itself .,  i am not sure . i am not sure if i was a kid .,0.8260869565217391,0.5333333333333333,0.7222222222222222,0.7222222222222222,0.9473684210526315,24,13,17,17,18
a4 of course this guy was really colorful:),8,1.0,0,a4 of course this guy was really colorful:),0,a4 of course this guy was really colorful,0,a4 of course this guy was really colorful:),  love this pic!!! ,a4 of course this guy was really colorful:),0,i ' m so glad you like it !,i ' m glad you like him !,i ' m so glad you like it !,  i am not sure if i was a kid .,0.8,0.7272727272727273,1.0,1.0,1.0,3,9,7,7,6
